tweetId,Tweet,Username,screenName,User_Location,Bio,createdDateTime,verificationStatus,favouritesCount,followersCount,friendsCount
1399720304721735686,RT @Mohnice_: Aisha yesufu is being dragged by TwitterNG. She lost both Arewa twitter &amp; southern twitter. #AishaTheHypocrite d known lunati…,"SᏦᎯℳℬℰℛ📸✪ and 13,112 others",SkamberMuser," Mumbai, spain, Suleja, kebbi","Architect || Nurse|  || mobile photographer  ||North,|🇳🇬|EVERYTHING CRACKED|| 

Graphics Designer 🇳🇬

NETFLIX PLUG DM ME
  🙅😅",2021-06-01 13:31:40,False,31069,3026,2851
1399720289450311682,RT @papillon_lilas_: She arrested me during the #EndSARS protests and told me she could have me beaten or killed and nothing will happen. S…,NUGWA,Quin__Fae,Heavenly Places,Nu Nu ♥️ Blogger|| Chef|| Social Scientist||Believer||Boss||Business Minded||A Queen|| Future Billionaire|| Chelsea FC 💙,2021-06-01 13:31:37,False,6086,1773,1559
1399720260023033859,"RT @iamseunalaofin: It’s a new month but we remember the pigeon who saw everything at the #EndSARS protest ground.

#June12protest all we a…",Oluwå Tosin Piπ,Oluwa_Tosin20,Sagamu,"Thousands of Advise with Zero Support....💔💔 Definition of Street✌️✌️

#Forex_Trader #Crypto_Trader #Investor #Jumia_Agent #PiLord",2021-06-01 13:31:30,False,16049,701,858
1399720230679715855,"RT @funny_aquila: Guess you remember him ...?
 Don't just say anything Just retweet for them to see 😥

#June12Protest 
#BuhariMustGo 
#Revo…",Greg,Greg02185957,,"music lover

song writer

✌️✌️",2021-06-01 13:31:23,False,19,0,27
1399720213898223617,RT @papillon_lilas_: She arrested me during the #EndSARS protests and told me she could have me beaten or killed and nothing will happen. S…,NETFLIX ADDICT,_Luller,,"Commercial hairstylist ,Styled and Featured in Beyoncé #BlackisKing check out my business page : @25thhair on twitter @25thfairyhair on IG",2021-06-01 13:31:19,False,3946,1196,735
1399720206436601860,"RT @funny_aquila: Guess you remember him ...?
 Don't just say anything Just retweet for them to see 😥

#June12Protest 
#BuhariMustGo 
#Revo…",Nonso Snipy Oguejiofor,TheRealSnipy,Lagos,It's all cruise and vibes | Team @ManUtd | Freelance Tipster |,2021-06-01 13:31:17,False,757,745,2799
1399720154255273998,"RT @iamseunalaofin: It’s a new month but we remember the pigeon who saw everything at the #EndSARS protest ground.

#June12protest all we a…",Reuben Daniel,profdanito1,,,2021-06-01 13:31:04,False,108,22,95
1399720139306717198,RT @Mohnice_: Aisha yesufu is being dragged by TwitterNG. She lost both Arewa twitter &amp; southern twitter. #AishaTheHypocrite d known lunati…,GALLANT,dagonite_jnr,,"Simple life,loyal and God fearing
Social thinker",2021-06-01 13:31:01,False,38093,342,618
1399720129135628301,"RT @OluwaDibia: We move again  #June12Protest we have done it in #EndSars 
We do it again 
Buhari must go 
Massive retweet https://t.co/TGW…",Reuben Daniel,profdanito1,,,2021-06-01 13:30:58,False,108,22,95
1399720107811684354,RT @papillon_lilas_: She arrested me during the #EndSARS protests and told me she could have me beaten or killed and nothing will happen. S…,KingRo⚜️,draco003,Posted Onna G❗️,"5:30:16 C3K10 🐐⚜️💪🏾 FreeDaGang❤️💯 ""Kill Or Be Killed"". Fuck Carlton🖕🏾 & His Family 🖕🏾 FreeKurlBitch! 🙏🏾",2021-06-01 13:30:53,False,13956,1159,899
1399720092636643330,"RT @funny_aquila: Guess you remember him ...?
 Don't just say anything Just retweet for them to see 😥

#June12Protest 
#BuhariMustGo 
#Revo…",Tavez,AnyeNderTaversh,"Makurdi, Nigeria","A social worker, geographer and climatologist",2021-06-01 13:30:50,False,8857,224,935
1399720090782900227,"RT @OluwaDibia: We move again  #June12Protest we have done it in #EndSars 
We do it again 
Buhari must go 
Massive retweet https://t.co/TGW…",Nonso Snipy Oguejiofor,TheRealSnipy,Lagos,It's all cruise and vibes | Team @ManUtd | Freelance Tipster |,2021-06-01 13:30:49,False,757,745,2799
1399719984394379272,RT @papillon_lilas_: She arrested me during the #EndSARS protests and told me she could have me beaten or killed and nothing will happen. S…,Dili,DiliAnene,"Lagos, Nigeria",Deja que el amor guíe❤️,2021-06-01 13:30:24,False,38789,829,824
1399719963632582661,RT @papillon_lilas_: She arrested me during the #EndSARS protests and told me she could have me beaten or killed and nothing will happen. S…,ᴍ,mitchollo,𝚘𝚗𝚕𝚒𝚗𝚎,"ɴᴏ ᴠɪʙᴇs, ᴊᴜsᴛ ʀᴇᴛᴡᴇᴇᴛs ᴀɴᴅ ɪɴsʜᴀʟʟᴀʜ",2021-06-01 13:30:19,False,303194,5649,6035
1399719956791578630,RT @Mohnice_: Aisha yesufu is being dragged by TwitterNG. She lost both Arewa twitter &amp; southern twitter. #AishaTheHypocrite d known lunati…,𝐀𝐁𝐔 𝐔𝐒𝐌𝐀𝐍 𝐁𝐎𝐑𝐊𝐎 🇳🇬✪,Abba_Borko,Nigeria,RTs/Likes ≠ endorsements | NON-AGGRESSION | Self-assertive | M Speaker | Peace Ambassador | Humanitarian | RealMadrid | 🛒⛔➡@guzuma_collec__  |RIJF Dad 19-10-18,2021-06-01 13:30:17,False,25158,3180,3037
1399719946628775936,"RT @SodiqTade: I disagreed with the thread. I'm not even a fan of Tinubu. However, the thread is 100% in line with our political reality. T…",😂,SeniorGong__,Searching,boxed up.,2021-06-01 13:30:15,False,2853,943,784
1399719827976097797,RT @papillon_lilas_: She arrested me during the #EndSARS protests and told me she could have me beaten or killed and nothing will happen. S…,The Box Plug🌸,mide__f,"Ibadan, Nigeria","Your favorite box plug •|• Movies, Cakes & Music - MCM✨ WhatsApp 09059815378 ☎️ 07016264543 please follow my other business account @thehautebundles",2021-06-01 13:29:47,False,19143,1666,1420
1399719803074617344,RT @papillon_lilas_: She arrested me during the #EndSARS protests and told me she could have me beaten or killed and nothing will happen. S…,Danny💕,Slimbabie_,"Lekki, Nigeria","Music lover🎶💕|| ..Football Punter😎
#Madridista|| Violence FC!!🔥",2021-06-01 13:29:41,False,21245,1030,1030
1399719788964950022,RT @DeFidelity1: Put some respect on my baby's name. Carpe Diem did 500m in less than 8months without any foreign collab or heavy playlisti…,Gingerly UY SCUTI 💛⚓️💛,GingerlyRaw,"Lagos, Portugal",G I N G E R Man suffer because he takes serious what gods take for fun... Olamide! Ronaldo!,2021-06-01 13:29:37,False,116787,766,793
1399719777896128515,RT @Mohnice_: Aisha yesufu is being dragged by TwitterNG. She lost both Arewa twitter &amp; southern twitter. #AishaTheHypocrite d known lunati…,Jibs,JibSani,DreamVille,"I live this life at a pace that anyone can go, know your place & dedicate your role to the faith that you'll die alone.
Economist🎓 4/20/18 💔
#HalaMadrid",2021-06-01 13:29:35,False,1503,1375,753
1399719695767461889,"RT @OlubowaleIsaia2: Many people are still not aware of the June 12 protest 
Please even if we cant tweet about it let's retweet aggressive…",Akinola Mayegun Ayomide,AkinolaMayegun,,A cool and gentle guy.,2021-06-01 13:29:15,False,6,2,10
1399719647373676560,RT @Mohnice_: Aisha yesufu is being dragged by TwitterNG. She lost both Arewa twitter &amp; southern twitter. #AishaTheHypocrite d known lunati…,❣️Baby last❣️,xeedadyluv,"Kano, Nigeria","😭😭😭😭😭💔💔i lost my main account 😭😭💔@xeedadyluv with 32.6k followers, dm for business only plss 🥺caps and fabrics plug🔌",2021-06-01 13:29:04,False,17466,19700,995
1399719614666391560,we went from ENDSARS to kidnapping police i love nigeria😂😂 https://t.co/9G1QlXHwUr,✧𝓑𝓵𝓮𝓼𝓼𝓲𝓷𝓰✧,bL455ing,in the clouds,floating,2021-06-01 13:28:56,False,15005,1480,704
1399719612879675398,"RT @iamseunalaofin: It’s a new month but we remember the pigeon who saw everything at the #EndSARS protest ground.

#June12protest all we a…",Leforce P. Stallione,aristokoz,"Port Elizabeth, South Africa",Ƌ̲̣sk me,2021-06-01 13:28:55,False,742,1323,3681
1399719586950418437,"RT @funny_aquila: Guess you remember him ...?
 Don't just say anything Just retweet for them to see 😥

#June12Protest 
#BuhariMustGo 
#Revo…",The matrix,Lord_Denki,"Lagos, Nigeria.","Geophysicist | Android Development hobbyist | The Dynamite, love to see Godly and sensible tweets on my timeline ... So , thumbs up to good tweeps.",2021-06-01 13:28:49,False,972,118,355
1399719584320659470,"RT @iamseunalaofin: It’s a new month but we remember the pigeon who saw everything at the #EndSARS protest ground.

#June12protest all we a…",binzu,bimbofrabss,Nigeria,medical doctor,2021-06-01 13:28:49,False,102395,386,532
1399719565341466624,"RT @funny_aquila: Guess you remember him ...?
 Don't just say anything Just retweet for them to see 😥

#June12Protest 
#BuhariMustGo 
#Revo…",Justice kelechi,Justicekelechi5,"Abugi, Nigeria",Senior Software engineer - https://t.co/RHWQJRZNRs,2021-06-01 13:28:44,False,2142,63,23
1399719541870059520,RT @Mohnice_: Aisha yesufu is being dragged by TwitterNG. She lost both Arewa twitter &amp; southern twitter. #AishaTheHypocrite d known lunati…,Alaji_Usee🤠,Usyy__,Nigeria,"POor but Grateful,Future alaji, Regular #Motivator, #manchersterunited ⚽ @postmalone 🎧🎺🎻🎶🎵",2021-06-01 13:28:38,False,35862,24235,2683
1399719501600595977,"RT @NdidiUwechue: Video: Revealing The Truth Behind The Lies Of The Nigerian Amalgamation By NINAS: https://t.co/XIQx1FBOtC
#End1999Constit…",Chukwuemekalum,emeks93,"Abuja, Nigeria",Ekene dili Chukwu,2021-06-01 13:28:29,False,2491,42,254
1399719474631163907,RT @Mohnice_: Aisha yesufu is being dragged by TwitterNG. She lost both Arewa twitter &amp; southern twitter. #AishaTheHypocrite d known lunati…,GR8E$T🌟👑,king_fahard, City Of Kings,"We will all die, don’t take life too hard 🤞🏽",2021-06-01 13:28:22,False,147063,14506,6318
1399719457342345220,"RT @funny_aquila: Guess you remember him ...?
 Don't just say anything Just retweet for them to see 😥

#June12Protest 
#BuhariMustGo 
#Revo…",Mubarack Tahir,MubarackTahir,,"SKINNY Guy,
Your favorite weirdo ♥️,
Ambivert 🙃
co-lead @Dscfulokoja
founder @stackonstackk
An Android Developer💻 |  proudly 🇳🇬
#100DaysOfCoding",2021-06-01 13:28:18,False,7197,216,466
1399719446978121734,RT @Mohnice_: Aisha yesufu is being dragged by TwitterNG. She lost both Arewa twitter &amp; southern twitter. #AishaTheHypocrite d known lunati…,Innocent😇,khaleephamadaky,,See I just don’t care 🤷🏻‍♂️ BSc Geography 🎓 Msc in view 🙏🏿 BARCELONA⚽️  aamadaki.reg@buk.edu.ng  BUK🏠,2021-06-01 13:28:16,False,47794,1953,1757
1399719400887001099,"RT @OluwaDibia: We move again  #June12Protest we have done it in #EndSars 
We do it again 
Buhari must go 
Massive retweet https://t.co/TGW…",Coach Green,GreenC_,,"Wanna play football professionally?? Get at me!! . Slowly but Surely. Work hard, stay positive, and good things will happen. Website designer. Bohemian",2021-06-01 13:28:05,False,1490,742,692
1399719398076788737,"RT @funny_aquila: Guess you remember him ...?
 Don't just say anything Just retweet for them to see 😥

#June12Protest 
#BuhariMustGo 
#Revo…",Total Stranger🙈,mhiztee_sleek,God's plan,#dietitianinthemaking|| #doglover|| #kingdomgeneral|| #musiclover🎧|| #volunteer,2021-06-01 13:28:04,False,11947,392,389
1399719374316003340,RT @Mohnice_: Aisha yesufu is being dragged by TwitterNG. She lost both Arewa twitter &amp; southern twitter. #AishaTheHypocrite d known lunati…,Oluwå Tosin Piπ,Oluwa_Tosin20,Sagamu,"Thousands of Advise with Zero Support....💔💔 Definition of Street✌️✌️

#Forex_Trader #Crypto_Trader #Investor #Jumia_Agent #PiLord",2021-06-01 13:27:59,False,16049,701,858
1399719341751509007,"RT @iamseunalaofin: It’s a new month but we remember the pigeon who saw everything at the #EndSARS protest ground.

#June12protest all we a…",Somebody boyfriend❤❤,Somebodybf,Nigeria,BUSINESS ONLY,2021-06-01 13:27:51,False,27272,406,399
1399719319383293956,"RT @OluwaDibia: We move again  #June12Protest we have done it in #EndSars 
We do it again 
Buhari must go 
Massive retweet https://t.co/TGW…",Somebody boyfriend❤❤,Somebodybf,Nigeria,BUSINESS ONLY,2021-06-01 13:27:45,False,27272,406,399
1399719310512295939,RT @TheNengers: The atrocities of this government against its people should never be forgiven or forgotten. #EndSARS,Kowopoloduntoluwalase,Kowopoloduntol1,,"God over everything, ti oluwa lase",2021-06-01 13:27:43,False,87633,1252,2647
1399719245341147141,"Nigerian soldier allegedly shoot dead Germany-based Nigerian man in Imo state.
Read Details:… https://t.co/zhR3lM0y5A",Scooper Nigeria,ScooperNG,,Your go-to News aggregator.,2021-06-01 13:27:28,False,67,440,29
1399719245114757136,"RT @iamseunalaofin: It’s a new month but we remember the pigeon who saw everything at the #EndSARS protest ground.

#June12protest all we a…",Asa nwa,AgunwaAkudo,,"The goal is to be successful, helpful, and blessed

cheers to the new year",2021-06-01 13:27:28,False,8640,508,881
1399719178672689167,RT @Mohnice_: Aisha yesufu is being dragged by TwitterNG. She lost both Arewa twitter &amp; southern twitter. #AishaTheHypocrite d known lunati…,UTHman,Um_kyaree,Maiduguri,¿?,2021-06-01 13:27:12,False,24982,3230,1787
1399719174671409161,RT @SaharaReporters: Policewoman Who Shot Sowore Threatened To Waste Me During #EndSARS Protest—Nigerian Man | Sahara Reporters https://t.c…,Henry C Nwaduruoha,Henrymach,Nigeria,I tweet about Fx Trading. LikesNretweetsnotEndorsement,2021-06-01 13:27:11,False,10340,47,39
1399719114629955590,"Everybody talking about buhari here and there without including the so called Vice President to it, buhari and osin… https://t.co/vZVHWWBp0y",omoregbee david macazy,MacazyDavid,"Benin-City, Nigeria",#Endsars,2021-06-01 13:26:57,False,278,16,371
1399719094602145794,"Many people are still not aware of the June 12 protest 
Please even if we cant tweet about it let's retweet aggress… https://t.co/ZboKwn3W8p",Duke of ikorodu,OlubowaleIsaia2,Lagos Nigeria ,"Botanist//decorator//photographer//event planner
#EndSars 
#EndBadGovernanceInNigeria",2021-06-01 13:26:52,False,783,417,774
1399719083361320973,"RT @funny_aquila: Guess you remember him ...?
 Don't just say anything Just retweet for them to see 😥

#June12Protest 
#BuhariMustGo 
#Revo…",timi_willi,eoni91,Nigeria,,2021-06-01 13:26:49,False,10280,443,539
1399718928029474818,RT @Mohnice_: Aisha yesufu is being dragged by TwitterNG. She lost both Arewa twitter &amp; southern twitter. #AishaTheHypocrite d known lunati…,Naija's finest—Id²✨ ________🇳🇬🔥💯,UnscriptedIdara,,Fearless☀️™ Brand & Business influencer🥂™dm is open for busines💰™ God🪐™ #CFC💙™ Unscripted🖋️™ Naija's Finest🇳🇬™Laspalma CEO🍸™https://t.co/qX6h82VZAD,2021-06-01 13:26:12,False,217219,22198,12866
1399718916033765379,RT @papillon_lilas_: She arrested me during the #EndSARS protests and told me she could have me beaten or killed and nothing will happen. S…,𝕊𝕚𝕣 ℍ𝕦𝕤𝕤𝕖𝕚𝕟,sirhussein_,around the world,,2021-06-01 13:26:09,False,22948,301,520
1399718907313786885,RT @papillon_lilas_: She arrested me during the #EndSARS protests and told me she could have me beaten or killed and nothing will happen. S…,West Jr 🇳🇬🇳🇬🇳🇬,Westjrn1,"Lagos, Nigeria",I am who I am. ⭕️ ⭕️ Twitter trouble maker ⭕️ Minister of defense for Violence FC. Cinematographer | All for fun |Proudly Man Utd Fan #EndSars 🇳🇬🇳🇬🇳🇬,2021-06-01 13:26:07,False,54933,2662,2292
1399718902586916873,"RT @iamseunalaofin: It’s a new month but we remember the pigeon who saw everything at the #EndSARS protest ground.

#June12protest all we a…",Mathematical Brother,Ukay_michaelson,"Uyo, Nigeria",There’s so much we don’t know and that is enough scare. what ever happened to knowledge?,2021-06-01 13:26:06,False,17220,4086,418
1399718889500643339,RT @Updateboyx: We will occupy Lekki tollgate for the #June12Protest can’t wait. I don miss everybody during #EndSARS 🤪🚶🏾‍♂️,Olusegun Ayansola,OlusegunBriggs,,,2021-06-01 13:26:03,False,83,4,22
1399718862497763332,RT @Mohnice_: Aisha yesufu is being dragged by TwitterNG. She lost both Arewa twitter &amp; southern twitter. #AishaTheHypocrite d known lunati…,MaHMuD Waziri,Mahmud_wazeeree,Kaduna,"Alhamdulillah, so much to be thankful for• @FCBarcelona⚽️• #Messi🐐",2021-06-01 13:25:56,False,325087,16793,4242
1399718831946358795,RT @Mohnice_: Aisha yesufu is being dragged by TwitterNG. She lost both Arewa twitter &amp; southern twitter. #AishaTheHypocrite d known lunati…,adada😎,AymAbdulrahman,street ,"potential Engr.👷‍♂️⚙🔩🔧🏗
@manutd 
 
My backup account @Abdulrahman_Aym",2021-06-01 13:25:49,False,160733,24444,5260
1399718830222544896,"RT @OluwaDibia: We move again  #June12Protest we have done it in #EndSars 
We do it again 
Buhari must go 
Massive retweet https://t.co/TGW…",Hoodricch🏴󠁧󠁢󠁷󠁬󠁳󠁿🇳🇬,TefBrown,,WALES🏴󠁧󠁢󠁷󠁬󠁳󠁿|| UNILAG|| IG: @tefbrown|| ASTRO-WORLD 🍃|| Roddy Ricch|| A$AP Rocky||,2021-06-01 13:25:49,False,20049,341,341
1399718795405561857,RT @Mohnice_: Aisha yesufu is being dragged by TwitterNG. She lost both Arewa twitter &amp; southern twitter. #AishaTheHypocrite d known lunati…,☆ 𝐌_𝐁_𝐒 ☆,mbs_mcfc,"Sokoto, Nigeria",Road to death! || Strive for Jannah! || RIJF DAD💔 || M U H A M M A D💫 || Introvert || #ManCity,2021-06-01 13:25:40,False,127661,10338,1848
1399718774794866706,RT @Mohnice_: Aisha yesufu is being dragged by TwitterNG. She lost both Arewa twitter &amp; southern twitter. #AishaTheHypocrite d known lunati…,Khalissa,Deeva4dlord,,"CEO HHWD(Totally dedicated on putting smiles on orphans faces)Digital Marketer, Brand influencer. DM 4 promo only, Manchester United Fan🇮🇲",2021-06-01 13:25:36,False,391706,99690,27436
1399718768234881027,RT @SaharaReporters: Policewoman Who Shot Sowore Threatened To Waste Me During #EndSARS Protest—Nigerian Man | Sahara Reporters https://t.c…,Westnation247,onlyGod147,,"A Historian,Diplomat,Father, Humanitarian and Teacher.",2021-06-01 13:25:34,False,28316,778,934
1399718736932769803,RT @Mohnice_: Aisha yesufu is being dragged by TwitterNG. She lost both Arewa twitter &amp; southern twitter. #AishaTheHypocrite d known lunati…,𝗛𝗔𝗣𝗣𝗬 𝗨𝗦𝗧𝗔𝗔𝗭.👳🏼‍♂️,Ussyy___,J A N N A H ❤️,"𝚂𝖺𝗅𝖺𝖿𝗒 | No Sheikh | 𝖨 Sin,✍ I 𝖨 Repent,👌 I 𝖨 Hate Stupidity 🙅‍♂️| Simple and Unique | DM is free for advrt | Ustaazul Kareem 👳🏼‍♂️",2021-06-01 13:25:27,False,136060,12370,5935
1399718721363582979,RT @Mohnice_: Aisha yesufu is being dragged by TwitterNG. She lost both Arewa twitter &amp; southern twitter. #AishaTheHypocrite d known lunati…,🦋FairyGbemie🦋,Reddishwine3,Nigeria ❤🇳🇬,iAdvertise || iPromote || Business || content creator | Davido❤ || Hit the follow button lets be friends 😉 and click the link below for my tweet links alone👇,2021-06-01 13:25:23,False,251498,57030,11669
1399718700056514564,RT @katelexiidami: I saw our #EndSARS guy today. https://t.co/UMilLOnBvi,Olivia Benson,Bolanle_QueenB,,Learning life,2021-06-01 13:25:18,False,32239,1657,1242
1399718694922731532,RT @Mohnice_: Aisha yesufu is being dragged by TwitterNG. She lost both Arewa twitter &amp; southern twitter. #AishaTheHypocrite d known lunati…,Green♚,greenaugustus12,world ,"Picture world 💫  I tweet hot pictures ❣️
Instagram on Twitter 🥰",2021-06-01 13:25:17,False,73484,56143,2194
1399718689809866764,RT @Mohnice_: Aisha yesufu is being dragged by TwitterNG. She lost both Arewa twitter &amp; southern twitter. #AishaTheHypocrite d known lunati…,Yazeed,Yazeed_Zeezah,"Kano, Nigeria",A young successful entrepreneur #Yazeed. (Your favorite fabric/shadda seller) DM or CALL for business 08061344220.,2021-06-01 13:25:15,False,75451,10074,2586
1399718684709502981,RT @Mohnice_: Aisha yesufu is being dragged by TwitterNG. She lost both Arewa twitter &amp; southern twitter. #AishaTheHypocrite d known lunati…,GhOsT ArChItEcT 🏡 👷‍♂,Arc_Abdoul_,"Kaduna, Nigeria","RT ≠ Endorsement |🏡Graduate Architect | Intern Architect | ArchiSystem Consults
🌆💻3D Designs
#HalaMadrid
#Balewite '19
#TeamIslam",2021-06-01 13:25:14,False,58498,29076,5913
1399718678208335878,RT @Mohnice_: Aisha yesufu is being dragged by TwitterNG. She lost both Arewa twitter &amp; southern twitter. #AishaTheHypocrite d known lunati…,QUEEN IN THE NORTHHH,Mareeyarhh,kaduna,DM FOR PROMOTIONS/ADVERTS,2021-06-01 13:25:13,False,24842,25284,2569
1399718678195810307,"RT @iamseunalaofin: It’s a new month but we remember the pigeon who saw everything at the #EndSARS protest ground.

#June12protest all we a…",sir Tmoney says no to oppression,JesutoyeTestim1,Nigeria,You can simply call me the bookseller 📚 or crititest🔭 Blogger|Activist|dry_cracker|Lawyer in equity| A philosopher who philosophizes https://t.co/hnSEfss632,2021-06-01 13:25:13,False,14448,177,531
1399718673607233537,RT @Mohnice_: Aisha yesufu is being dragged by TwitterNG. She lost both Arewa twitter &amp; southern twitter. #AishaTheHypocrite d known lunati…,ᶜʳᵒʷⁿ ᴘʀɪɴᴄᴇ 👑,Nawas_masood,HOME OF PEACE,ALLAH FIRST🙏 || HUMANITARIAN💖 || FREEDOM FIGHTER💫 || MEDIA GURU🗣 || RMD FAN⚽ || WE ARE NOT FREE UNTILL WE ARE ALL FREE 🦚,2021-06-01 13:25:11,False,196353,12868,1855
1399718662232330244,RT @Mohnice_: Aisha yesufu is being dragged by TwitterNG. She lost both Arewa twitter &amp; southern twitter. #AishaTheHypocrite d known lunati…,flower🌺,prettyymariam,"Gombe, Nigeria","🌺Four eyed👓💚
🌺Mua💄💚
🌺Dm for ur makeup💚
🌺SCSN⚗🧪👩‍🔬💚
🌺 @iamsrk 💚
🌺living d dream...💚",2021-06-01 13:25:09,False,37203,20052,676
1399718641386590209,RT @Mohnice_: Aisha yesufu is being dragged by TwitterNG. She lost both Arewa twitter &amp; southern twitter. #AishaTheHypocrite d known lunati…,OKYERE KWAME TAWIAH 🇬🇭🦅,okt_ranking,Ghana,"Here to Promote anything Ghanaian & African| Reflect_gh |#Oktranking | JOB 32:9 |  #GhTwitterMarketDay/
#RoyalSports /@sarkodie /SarkNation #SilverSports 🇬🇭🇳",2021-06-01 13:25:04,False,46064,50206,10010
